name,yearID,G,W,L,R,AB,H,2B,3B,HR,BB,SO,SB,ER,ERA,CG,E
New York Mets,2012,162,74,88,650,5450,1357,286,21,139,503,1250.0,79.0,651,4.09,7,101
Oakland Athletics,2012,162,94,68,713,5527,1315,267,32,195,550,1387.0,122.0,569,3.48,1,111
Philadelphia Phillies,2012,162,81,81,684,5544,1414,271,28,158,454,1094.0,116.0,618,3.83,5,101
Pittsburgh Pirates,2012,162,79,83,651,5412,1313,241,37,170,444,1354.0,73.0,615,3.86,2,112
San Diego Padres,2012,162,76,86,651,5422,1339,272,43,121,539,1238.0,155.0,640,4.01,4,121
Seattle Mariners,2012,162,75,87,619,5494,1285,241,27,149,466,1259.0,104.0,608,3.76,8,72
San Francisco Giants,2012,162,94,68,718,5558,1495,287,57,103,483,1097.0,118.0,593,3.68,5,115
St. Louis Cardinals,2012,162,88,74,765,5622,1526,290,37,159,533,1192.0,91.0,603,3.71,4,107
Tampa Bay Rays,2012,162,90,72,697,5398,1293,250,30,175,571,1323.0,134.0,518,3.19,7,114
Texas Rangers,2012,162,93,69,808,5590,1526,303,32,200,478,1103.0,91.0,639,3.99,7,85
Toronto Blue Jays,2012,162,73,89,716,5487,1346,247,22,198,473,1251.0,123.0,745,4.64,5,101
Washington Nationals,2012,162,98,64,731,5615,1468,301,25,194,479,1325.0,105.0,543,3.33,3,94
Arizona Diamondbacks,2013,162,81,81,685,5676,1468,302,31,130,519,1142.0,62.0,651,3.92,6,75
Atlanta Braves,2013,162,96,66,688,5441,1354,247,21,181,542,1384.0,64.0,512,3.18,1,85
Baltimore Orioles,2013,162,85,77,745,5620,1460,298,14,212,416,1125.0,79.0,678,4.2,2,54
Boston Red Sox,2013,162,97,65,853,5651,1566,363,29,178,581,1308.0,123.0,613,3.79,5,80
Chicago White Sox,2013,162,63,99,598,5563,1385,237,19,148,411,1207.0,105.0,643,3.98,5,121
Chicago Cubs,2013,162,66,96,602,5498,1307,297,18,172,439,1230.0,63.0,643,4.0,3,100
Cincinnati Reds,2013,162,90,72,698,5499,1370,274,20,155,585,1245.0,67.0,554,3.38,5,76
Cleveland Indians,2013,162,92,70,745,5465,1391,290,23,171,562,1283.0,117.0,611,3.82,3,98
Colorado Rockies,2013,162,74,88,706,5599,1511,283,36,159,427,1204.0,112.0,708,4.44,1,90
Detroit Tigers,2013,162,93,69,796,5735,1625,292,23,176,531,1073.0,35.0,587,3.61,3,76
Houston Astros,2013,162,51,111,610,5457,1307,266,16,148,426,1535.0,110.0,766,4.79,2,125
Kansas City Royals,2013,162,86,76,648,5549,1443,254,34,112,422,1048.0,153.0,555,3.45,5,85
Los Angeles Angels of Anaheim,2013,162,78,84,733,5588,1476,270,39,164,523,1221.0,82.0,685,4.23,4,112
Los Angeles Dodgers,2013,162,92,70,649,5491,1447,281,17,138,476,1146.0,78.0,524,3.25,7,109
Miami Marlins,2013,162,62,100,513,5449,1257,219,31,95,432,1232.0,78.0,602,3.71,2,88
Milwaukee Brewers,2013,162,74,88,640,5474,1381,238,43,157,407,1183.0,142.0,615,3.84,4,114
Minnesota Twins,2013,162,66,96,614,5564,1346,285,15,151,533,1430.0,52.0,733,4.55,1,81
New York Yankees,2013,162,85,77,650,5449,1321,247,24,144,466,1214.0,115.0,633,3.94,7,69
New York Mets,2013,162,74,88,619,5559,1318,263,32,130,512,1384.0,114.0,618,3.77,4,93
Oakland Athletics,2013,162,96,66,767,5521,1403,301,25,186,573,1178.0,74.0,574,3.56,6,97
Philadelphia Phillies,2013,162,73,89,610,5456,1355,255,32,140,417,1205.0,73.0,689,4.32,6,97
Pittsburgh Pirates,2013,162,94,68,634,5486,1346,273,35,161,469,1330.0,94.0,533,3.26,3,106
San Diego Padres,2013,162,76,86,618,5517,1349,246,26,146,467,1309.0,118.0,643,3.98,3,83
Seattle Mariners,2013,162,71,91,624,5558,1318,249,17,188,529,1353.0,49.0,702,4.31,4,88
San Francisco Giants,2013,162,76,86,629,5552,1446,280,35,107,469,1078.0,67.0,643,4.0,2,107
St. Louis Cardinals,2013,162,97,65,783,5557,1494,322,20,125,481,1110.0,45.0,555,3.42,7,75
Tampa Bay Rays,2013,163,92,71,700,5538,1421,296,23,165,589,1171.0,73.0,608,3.74,9,59
Texas Rangers,2013,163,91,72,730,5585,1465,262,23,176,462,1067.0,149.0,589,3.62,4,86
Toronto Blue Jays,2013,162,74,88,712,5537,1398,273,24,185,510,1123.0,112.0,685,4.25,4,111
Washington Nationals,2013,162,86,76,656,5436,1365,259,27,161,464,1192.0,88.0,576,3.59,6,107
Arizona Diamondbacks,2014,162,64,98,615,5552,1379,259,47,118,398,1165.0,86.0,683,4.26,2,101
Atlanta Braves,2014,162,79,83,573,5468,1316,240,22,123,472,1369.0,95.0,547,3.38,5,85
Baltimore Orioles,2014,162,96,66,705,5596,1434,264,16,211,401,1285.0,44.0,557,3.43,3,87
Boston Red Sox,2014,162,71,91,634,5551,1355,282,20,123,535,1337.0,63.0,653,4.01,3,92
Chicago White Sox,2014,162,73,89,660,5543,1400,279,32,155,417,1362.0,85.0,687,4.29,3,107
Chicago Cubs,2014,162,73,89,614,5508,1315,270,31,157,442,1477.0,65.0,636,3.91,1,103
Cincinnati Reds,2014,162,76,86,595,5395,1282,254,20,131,415,1252.0,122.0,576,3.59,5,72
Cleveland Indians,2014,162,85,77,669,5575,1411,284,23,142,504,1189.0,104.0,581,3.56,6,116
Colorado Rockies,2014,162,66,96,755,5612,1551,307,41,186,397,1281.0,85.0,770,4.84,1,106
Detroit Tigers,2014,162,90,72,757,5630,1557,325,26,155,443,1144.0,106.0,648,4.01,5,101
Houston Astros,2014,162,70,92,629,5447,1317,240,19,163,495,1442.0,122.0,657,4.11,7,106
Kansas City Royals,2014,162,89,73,651,5545,1456,286,29,95,380,985.0,153.0,565,3.51,3,104
Los Angeles Angels of Anaheim,2014,162,98,64,773,5652,1464,304,31,155,492,1266.0,81.0,590,3.58,3,83
Los Angeles Dodgers,2014,162,94,68,718,5560,1476,302,38,134,519,1246.0,138.0,554,3.4,7,107
Miami Marlins,2014,162,77,85,645,5538,1399,254,36,122,501,1419.0,58.0,613,3.78,3,97
Milwaukee Brewers,2014,162,82,80,650,5462,1366,297,28,150,423,1197.0,102.0,594,3.67,3,99
Minnesota Twins,2014,162,70,92,715,5567,1412,316,27,128,544,1329.0,99.0,728,4.57,2,97
New York Yankees,2014,162,84,78,633,5497,1349,247,26,147,452,1133.0,112.0,605,3.75,5,92
New York Mets,2014,162,79,83,629,5472,1306,275,19,125,516,1264.0,101.0,568,3.49,1,104
Oakland Athletics,2014,162,88,74,729,5545,1354,253,33,146,586,1104.0,83.0,524,3.22,7,111
Philadelphia Phillies,2014,162,73,89,619,5603,1356,251,27,125,443,1306.0,109.0,619,3.79,2,83
Pittsburgh Pirates,2014,162,88,74,682,5536,1436,275,30,156,520,1244.0,104.0,562,3.47,2,109
San Diego Padres,2014,162,77,85,535,5294,1199,224,30,109,468,1294.0,91.0,523,3.27,4,101
Seattle Mariners,2014,162,87,75,634,5450,1328,247,32,136,396,1232.0,96.0,512,3.17,2,82
San Francisco Giants,2014,162,88,74,665,5523,1407,257,42,132,427,1245.0,56.0,564,3.5,8,100
St. Louis Cardinals,2014,162,90,72,619,5426,1371,275,21,105,471,1133.0,57.0,564,3.5,8,88
Tampa Bay Rays,2014,162,77,85,612,5516,1361,263,24,117,527,1124.0,63.0,579,3.56,3,88
Texas Rangers,2014,162,67,95,637,5460,1400,260,28,111,417,1162.0,105.0,711,4.49,6,106
Toronto Blue Jays,2014,162,83,79,723,5549,1435,282,24,177,502,1151.0,78.0,642,4.0,3,87
Washington Nationals,2014,162,96,66,686,5542,1403,265,27,152,517,1304.0,101.0,495,3.03,5,100
Kansas City Royals,2015,162,95,67,724,5575,1497,300,42,139,383,973.0,104.0,601,3.73,2,88
Minnesota Twins,2015,162,83,79,696,5467,1349,277,44,156,439,1264.0,70.0,653,4.07,2,86
Cleveland Indians,2015,161,81,80,669,5439,1395,303,29,141,533,1157.0,86.0,584,3.67,11,79
Chicago White Sox,2015,162,76,86,622,5533,1381,260,27,136,404,1231.0,68.0,643,3.98,7,101
Detroit Tigers,2015,161,74,87,689,5605,1515,289,49,151,455,1259.0,83.0,746,4.64,7,86
Toronto Blue Jays,2015,162,93,69,891,5509,1480,308,17,232,570,1151.0,88.0,609,3.8,7,88
New York Yankees,2015,162,87,75,764,5567,1397,272,19,212,554,1227.0,63.0,652,4.03,3,93
Baltimore Orioles,2015,162,81,81,713,5485,1370,246,20,217,418,1331.0,44.0,646,4.05,0,77
Tampa Bay Rays,2015,162,80,82,644,5485,1383,278,32,167,436,1310.0,87.0,604,3.74,1,95
Boston Red Sox,2015,162,78,84,748,5640,1495,294,33,161,478,1148.0,71.0,694,4.31,3,97
Texas Rangers,2015,162,88,74,751,5511,1419,279,32,172,503,1233.0,101.0,680,4.24,5,119
Houston Astros,2015,162,86,76,729,5459,1363,278,26,230,486,1392.0,121.0,572,3.57,5,85
Los Angeles Angels of Anaheim,2015,162,85,77,661,5417,1331,243,21,176,435,1150.0,52.0,630,3.94,2,93
Seattle Mariners,2015,162,76,86,656,5544,1379,262,22,198,478,1336.0,69.0,677,4.16,6,94
Oakland Athletics,2015,162,68,94,694,5600,1405,277,46,146,475,1119.0,78.0,664,4.14,5,126
St. Louis Cardinals,2015,162,100,62,647,5484,1386,288,39,137,506,1267.0,69.0,478,2.94,1,96
Pittsburgh Pirates,2015,162,98,64,697,5631,1462,292,27,140,461,1322.0,98.0,532,3.21,0,122
Chicago Cubs,2015,162,97,65,689,5491,1341,272,30,171,567,1518.0,95.0,546,3.36,6,111
Milwaukee Brewers,2015,162,68,94,655,5480,1378,274,34,145,412,1299.0,84.0,682,4.28,1,116
Cincinnati Reds,2015,162,64,98,640,5571,1382,257,27,167,496,1255.0,134.0,700,4.33,2,90
New York Mets,2015,162,90,72,683,5527,1351,295,17,177,488,1290.0,51.0,557,3.43,1,88
Washington Nationals,2015,162,83,79,703,5428,1363,265,13,177,539,1344.0,57.0,577,3.62,4,90
Miami Marlins,2015,162,71,91,613,5463,1420,236,40,120,375,1150.0,112.0,638,4.02,0,77
Atlanta Braves,2015,162,67,95,573,5420,1361,251,18,100,471,1107.0,69.0,698,4.41,3,90
Philadelphia Phillies,2015,162,63,99,626,5529,1374,272,37,130,387,1274.0,88.0,749,4.69,1,117
Los Angeles Dodgers,2015,162,92,70,667,5385,1346,263,26,187,563,1258.0,59.0,553,3.44,6,75
San Francisco Giants,2015,162,84,78,696,5565,1486,288,39,136,457,1159.0,93.0,597,3.72,7,78
Arizona Diamondbacks,2015,162,79,83,720,5649,1494,289,48,154,490,1312.0,132.0,659,4.04,1,86
San Diego Padres,2015,162,74,88,650,5457,1324,260,36,148,426,1327.0,82.0,655,4.09,1,92
Colorado Rockies,2015,162,68,94,737,5572,1479,274,49,186,388,1283.0,97.0,799,5.04,4,95
